asctime,name,topic from,topic to,frame,offset received,frame delay,msg creation delay,consume time,size data received,decode time,size data decoded,process time,size data processed,encode time,size data encoded,send time,size data sent,offset sent
2023/10/03 06:22:20.577,MyFrameProducerSc2_4,None,input,36,-1,-1,0.02,5.93,921.761,0.68,922.246,253.22,230.561,0.01,230.561,17.89,230.561,47755
2023/10/03 06:22:20.808,MyFrameProducerSc2_4,None,input,37,-1,-1,0.02,20.81,921.761,3.9,922.246,218.59,230.511,0.01,230.511,13.67,230.511,47756
2023/10/03 06:22:21.024,MyFrameProducerSc2_4,None,input,38,-1,-1,0.02,7.48,921.761,0.93,922.246,215.52,230.359,0.01,230.359,11.61,230.359,47757
2023/10/03 06:22:21.294,MyFrameProducerSc2_4,None,input,39,-1,-1,0.03,6.03,921.761,0.63,922.246,262.88,230.543,0.01,230.543,12.14,230.543,47758
2023/10/03 06:22:21.535,MyFrameProducerSc2_4,None,input,40,-1,-1,0.02,6.85,921.761,0.8,922.246,232.32,230.352,0.01,230.352,14.42,230.352,47759
2023/10/03 06:22:21.767,MyFrameProducerSc2_4,None,input,41,-1,-1,0.02,7.4,921.761,0.69,922.246,191.17,230.529,0.01,230.529,50.66,230.529,47760
2023/10/03 06:22:22.062,MyFrameProducerSc2_4,None,input,42,-1,-1,0.02,24.03,921.761,0.63,922.246,318.41,230.543,0.01,230.543,10.46,230.543,47761
2023/10/03 06:22:22.328,MyFrameProducerSc2_4,None,input,43,-1,-1,0.02,10.93,921.761,0.87,922.246,257.97,230.46,0.01,230.46,11.96,230.46,47762
2023/10/03 06:22:22.603,MyFrameProducerSc2_4,None,input,44,-1,-1,0.03,7.04,921.761,0.64,922.246,261.69,230.517,0.03,230.517,17.25,230.517,47763
2023/10/03 06:22:22.873,MyFrameProducerSc2_4,None,input,45,-1,-1,0.01,10.82,921.761,0.85,922.246,253.02,230.552,0.01,230.552,23.63,230.552,47764
2023/10/03 06:22:23.156,MyFrameProducerSc2_4,None,input,46,-1,-1,0.02,16.23,921.761,0.69,922.246,292.87,230.523,0.02,230.523,13.1,230.523,47765
2023/10/03 06:22:23.396,MyFrameProducerSc2_4,None,input,47,-1,-1,0.02,13.92,921.761,1.73,922.246,223.09,230.534,0.01,230.534,21.1,230.534,47766
2023/10/03 06:22:23.609,MyFrameProducerSc2_4,None,input,48,-1,-1,0.06,21.67,921.761,1.35,922.246,204.69,230.423,0.01,230.423,22.51,230.423,47767
2023/10/03 06:22:23.835,MyFrameProducerSc2_4,None,input,49,-1,-1,0.02,19.97,921.761,0.72,922.246,229.27,230.557,0.01,230.557,11.48,230.557,47768
2023/10/03 06:22:24.093,MyFrameProducerSc2_4,None,input,50,-1,-1,0.02,14.08,921.761,0.72,922.246,241.0,230.486,0.01,230.486,22.5,230.486,47769
2023/10/03 06:22:24.375,MyFrameProducerSc2_4,None,input,51,-1,-1,0.02,27.5,921.761,0.74,922.246,276.03,230.394,0.01,230.394,23.32,230.394,47770
2023/10/03 06:22:24.607,MyFrameProducerSc2_4,None,input,52,-1,-1,0.02,25.6,921.761,0.61,922.246,234.66,230.472,0.01,230.472,11.3,230.472,47771
2023/10/03 06:22:24.884,MyFrameProducerSc2_4,None,input,53,-1,-1,0.05,6.27,921.761,0.76,922.246,273.26,230.425,0.02,230.425,12.35,230.425,47772
2023/10/03 06:22:25.079,MyFrameProducerSc2_4,None,input,54,-1,-1,0.02,12.9,921.761,0.77,922.246,182.53,230.559,0.01,230.559,18.81,230.559,47773
2023/10/03 06:22:25.278,MyFrameProducerSc2_4,None,input,55,-1,-1,0.02,6.0,921.761,0.61,922.246,195.56,230.551,0.01,230.551,17.45,230.551,47774
2023/10/03 06:22:25.546,MyFrameProducerSc2_4,None,input,56,-1,-1,0.03,13.36,921.761,0.72,922.246,265.91,230.526,0.01,230.526,11.1,230.526,47775
2023/10/03 06:22:25.746,MyFrameProducerSc2_4,None,input,57,-1,-1,0.01,9.34,921.761,0.68,922.246,193.42,230.464,0.01,230.464,13.47,230.464,47776
2023/10/03 06:22:25.995,MyFrameProducerSc2_4,None,input,58,-1,-1,0.05,5.66,921.761,0.67,922.246,229.15,230.569,0.01,230.569,26.7,230.569,47777
2023/10/03 06:22:26.240,MyFrameProducerSc2_4,None,input,59,-1,-1,0.03,5.69,921.761,0.85,922.246,241.31,230.441,0.01,230.441,23.23,230.441,47778
2023/10/03 06:22:26.457,MyFrameProducerSc2_4,None,input,60,-1,-1,0.02,12.38,921.761,0.67,922.246,205.0,230.534,0.01,230.534,29.2,230.534,47779
2023/10/03 06:22:26.628,MyFrameProducerSc2_4,None,input,61,-1,-1,0.02,33.16,921.761,0.64,922.246,179.27,230.362,0.01,230.362,13.54,230.362,47780
2023/10/03 06:22:26.900,MyFrameProducerSc2_4,None,input,62,-1,-1,0.02,15.31,921.761,0.79,922.246,255.23,230.365,0.01,230.365,21.63,230.365,47781
2023/10/03 06:22:27.154,MyFrameProducerSc2_4,None,input,63,-1,-1,0.02,26.35,921.761,0.69,922.246,262.68,230.572,0.01,230.572,8.42,230.572,47782
2023/10/03 06:22:27.525,MyFrameProducerSc2_4,None,input,64,-1,-1,0.02,17.89,921.761,0.72,922.246,324.16,230.496,0.01,230.496,49.54,230.496,47783
2023/10/03 06:22:27.691,MyFrameProducerSc2_4,None,input,65,-1,-1,0.02,23.23,921.761,0.72,922.246,183.09,230.454,0.01,230.454,21.85,230.454,47784
2023/10/03 06:22:27.937,MyFrameProducerSc2_4,None,input,66,-1,-1,0.01,10.88,921.761,0.55,922.246,251.86,230.486,0.01,230.486,11.24,230.486,47785
2023/10/03 06:22:28.172,MyFrameProducerSc2_4,None,input,67,-1,-1,0.02,5.66,921.761,0.57,922.246,222.74,230.568,0.01,230.568,18.21,230.568,47786
2023/10/03 06:22:28.443,MyFrameProducerSc2_4,None,input,68,-1,-1,0.02,9.27,921.761,1.51,922.246,267.66,230.403,0.01,230.403,12.22,230.403,47787
2023/10/03 06:22:28.740,MyFrameProducerSc2_4,None,input,69,-1,-1,0.03,24.55,921.761,0.58,922.246,284.01,230.561,0.01,230.561,20.57,230.561,47788
2023/10/03 06:22:28.993,MyFrameProducerSc2_4,None,input,70,-1,-1,0.02,17.26,921.761,0.75,922.246,254.27,230.535,0.01,230.535,8.79,230.535,47789
2023/10/03 06:22:29.190,MyFrameProducerSc2_4,None,input,71,-1,-1,0.04,19.59,921.761,0.72,922.246,190.4,230.383,0.01,230.383,12.76,230.383,47790
2023/10/03 06:22:29.428,MyFrameProducerSc2_4,None,input,72,-1,-1,0.02,10.65,921.761,0.69,922.246,228.15,230.471,0.03,230.471,16.8,230.471,47791
2023/10/03 06:22:29.703,MyFrameProducerSc2_4,None,input,73,-1,-1,0.02,14.01,921.761,0.62,922.246,259.27,230.54,0.01,230.54,27.22,230.54,47792
2023/10/03 06:22:29.960,MyFrameProducerSc2_4,None,input,74,-1,-1,0.02,30.09,921.761,2.51,922.246,252.2,230.452,0.01,230.452,20.4,230.452,47793
2023/10/03 06:22:30.175,MyFrameProducerSc2_4,None,input,75,-1,-1,0.05,20.01,921.761,0.85,922.246,206.16,230.39,0.02,230.39,18.11,230.39,47794
2023/10/03 06:22:30.428,MyFrameProducerSc2_4,None,input,76,-1,-1,0.02,9.42,921.761,0.69,922.246,250.57,230.413,0.01,230.413,12.19,230.413,47795
2023/10/03 06:22:30.685,MyFrameProducerSc2_4,None,input,77,-1,-1,0.02,6.27,921.761,1.14,922.246,241.02,230.252,0.01,230.252,22.63,230.252,47796
2023/10/03 06:22:31.015,MyFrameProducerSc2_4,None,input,78,-1,-1,0.02,5.69,921.761,0.72,922.246,321.68,230.387,0.14,230.387,19.55,230.387,47797
2023/10/03 06:22:31.278,MyFrameProducerSc2_4,None,input,79,-1,-1,0.03,17.93,921.761,0.86,922.246,262.12,230.566,0.01,230.566,10.41,230.566,47798
2023/10/03 06:22:31.505,MyFrameProducerSc2_4,None,input,80,-1,-1,0.02,6.07,921.761,0.76,922.246,220.3,230.451,0.01,230.451,9.98,230.451,47799
2023/10/03 06:22:31.742,MyFrameProducerSc2_4,None,input,81,-1,-1,0.02,6.55,921.761,0.61,922.246,220.85,230.361,0.01,230.361,20.73,230.361,47800
2023/10/03 06:22:32.078,MyFrameProducerSc2_4,None,input,82,-1,-1,0.02,19.66,921.761,0.64,922.246,327.81,230.447,0.01,230.447,20.68,230.447,47801
2023/10/03 06:22:32.379,MyFrameProducerSc2_4,None,input,83,-1,-1,0.02,5.9,921.761,0.71,922.246,300.3,230.571,0.02,230.571,14.57,230.571,47802
2023/10/03 06:22:32.654,MyFrameProducerSc2_4,None,input,84,-1,-1,0.02,18.5,921.761,1.07,922.246,249.84,230.526,0.01,230.526,33.23,230.526,47803
2023/10/03 06:22:32.930,MyFrameProducerSc2_4,None,input,85,-1,-1,0.03,7.12,921.761,0.78,922.246,276.39,230.565,0.03,230.565,24.22,230.565,47804
2023/10/03 06:22:33.114,MyFrameProducerSc2_4,None,input,86,-1,-1,0.02,43.58,921.761,0.8,922.246,186.75,230.445,0.01,230.445,8.28,230.445,47805
2023/10/03 06:22:33.393,MyFrameProducerSc2_4,None,input,87,-1,-1,0.02,12.38,921.761,0.68,922.246,259.34,230.539,0.01,230.539,23.78,230.539,47806
2023/10/03 06:22:33.613,MyFrameProducerSc2_4,None,input,88,-1,-1,0.01,10.4,921.761,0.64,922.246,225.91,230.512,0.01,230.512,12.91,230.512,47807
2023/10/03 06:22:33.880,MyFrameProducerSc2_4,None,input,89,-1,-1,0.02,13.02,921.761,0.65,922.246,250.61,230.526,0.02,230.526,23.05,230.526,47808
2023/10/03 06:22:34.084,MyFrameProducerSc2_4,None,input,90,-1,-1,0.02,10.47,921.761,0.64,922.246,211.83,230.57,0.01,230.57,9.74,230.57,47809
2023/10/03 06:22:34.309,MyFrameProducerSc2_4,None,input,91,-1,-1,0.02,13.12,921.761,0.66,922.246,213.12,230.576,0.01,230.576,15.5,230.576,47810
2023/10/03 06:22:34.541,MyFrameProducerSc2_4,None,input,92,-1,-1,0.02,22.2,921.761,4.98,922.246,207.44,230.48,0.01,230.48,25.24,230.48,47811
2023/10/03 06:22:34.898,MyFrameProducerSc2_4,None,input,93,-1,-1,0.02,12.22,921.761,1.55,922.246,343.89,230.561,0.02,230.561,31.87,230.561,47812
2023/10/03 06:22:35.181,MyFrameProducerSc2_4,None,input,94,-1,-1,0.02,15.69,921.761,3.08,922.246,281.57,230.531,0.04,230.531,24.34,230.531,47813
2023/10/03 06:22:35.393,MyFrameProducerSc2_4,None,input,95,-1,-1,0.03,20.31,921.761,3.08,922.246,215.37,230.504,0.01,230.504,11.77,230.504,47814
2023/10/03 06:22:35.594,MyFrameProducerSc2_4,None,input,96,-1,-1,0.02,9.72,921.761,3.71,922.246,188.01,230.54,0.01,230.54,16.74,230.54,47815
2023/10/03 06:22:35.795,MyFrameProducerSc2_4,None,input,97,-1,-1,0.02,9.86,921.761,0.65,922.246,201.51,230.263,0.01,230.263,11.89,230.263,47816
2023/10/03 06:22:36.075,MyFrameProducerSc2_4,None,input,98,-1,-1,0.02,8.35,921.761,1.41,922.246,270.38,230.482,0.01,230.482,13.4,230.482,47817
2023/10/03 06:22:36.356,MyFrameProducerSc2_4,None,input,99,-1,-1,0.02,12.53,921.761,2.0,922.246,265.71,230.488,0.01,230.488,22.87,230.488,47818
2023/10/03 06:22:36.612,MyFrameProducerSc2_4,None,input,100,-1,-1,0.02,11.82,921.761,0.83,922.246,256.53,230.463,0.01,230.463,11.78,230.463,47819
2023/10/03 06:22:36.896,MyFrameProducerSc2_4,None,input,101,-1,-1,0.02,12.84,921.761,0.7,922.246,280.8,230.341,0.01,230.341,11.36,230.341,47820
2023/10/03 06:22:37.140,MyFrameProducerSc2_4,None,input,102,-1,-1,0.02,14.72,921.761,0.78,922.246,228.75,230.554,0.01,230.554,12.71,230.554,47821
2023/10/03 06:22:37.445,MyFrameProducerSc2_4,None,input,103,-1,-1,0.02,5.68,921.761,0.93,922.246,285.95,230.574,0.01,230.574,35.25,230.574,47822
2023/10/03 06:22:37.783,MyFrameProducerSc2_4,None,input,104,-1,-1,0.02,15.12,921.761,0.61,922.246,346.39,230.331,0.01,230.331,11.84,230.331,47823
2023/10/03 06:22:38.159,MyFrameProducerSc2_4,None,input,105,-1,-1,0.05,8.28,921.761,0.69,922.246,357.75,230.364,0.01,230.364,22.11,230.364,47824
2023/10/03 06:22:38.359,MyFrameProducerSc2_4,None,input,106,-1,-1,0.03,12.15,921.761,0.96,922.246,199.12,230.57,0.01,230.57,9.97,230.57,47825
2023/10/03 06:22:38.615,MyFrameProducerSc2_4,None,input,107,-1,-1,0.01,13.27,921.761,0.46,922.246,256.5,230.452,0.01,230.452,9.3,230.452,47826
2023/10/03 06:22:38.876,MyFrameProducerSc2_4,None,input,108,-1,-1,0.02,13.83,921.761,0.63,922.246,241.9,230.555,0.01,230.555,23.62,230.555,47827
2023/10/03 06:22:39.113,MyFrameProducerSc2_4,None,input,109,-1,-1,0.02,5.71,921.761,0.76,922.246,230.19,230.454,0.01,230.454,19.2,230.454,47828
2023/10/03 06:22:39.346,MyFrameProducerSc2_4,None,input,110,-1,-1,0.03,9.91,921.761,0.71,922.246,239.07,230.512,0.01,230.512,12.49,230.512,47829
2023/10/03 06:22:39.579,MyFrameProducerSc2_4,None,input,111,-1,-1,0.03,6.94,921.761,0.62,922.246,219.08,230.549,0.01,230.549,18.38,230.549,47830
2023/10/03 06:22:39.793,MyFrameProducerSc2_4,None,input,112,-1,-1,0.02,12.06,921.761,0.79,922.246,216.94,230.271,0.01,230.271,9.4,230.271,47831
2023/10/03 06:22:40.109,MyFrameProducerSc2_4,None,input,113,-1,-1,0.02,8.67,921.761,1.05,922.246,276.24,230.553,0.01,230.553,43.39,230.553,47832
2023/10/03 06:22:40.407,MyFrameProducerSc2_4,None,input,114,-1,-1,0.02,15.86,921.761,0.6,922.246,299.1,230.383,0.01,230.383,32.21,230.383,47833
2023/10/03 06:22:40.661,MyFrameProducerSc2_4,None,input,115,-1,-1,0.02,14.32,921.761,0.6,922.246,256.05,230.422,0.01,230.422,28.11,230.422,47834
2023/10/03 06:22:40.924,MyFrameProducerSc2_4,None,input,116,-1,-1,0.04,10.79,921.761,0.71,922.246,257.71,230.568,0.01,230.568,26.74,230.568,47835
2023/10/03 06:22:41.197,MyFrameProducerSc2_4,None,input,117,-1,-1,0.03,10.43,921.761,1.2,922.246,275.36,230.39,0.01,230.39,14.94,230.39,47836
2023/10/03 06:22:41.499,MyFrameProducerSc2_4,None,input,118,-1,-1,0.02,7.22,921.761,0.85,922.246,289.64,230.424,0.01,230.424,19.11,230.424,47837
2023/10/03 06:22:41.812,MyFrameProducerSc2_4,None,input,119,-1,-1,0.02,16.83,921.761,0.84,922.246,306.22,230.538,0.01,230.538,17.82,230.538,47838
2023/10/03 06:22:42.190,MyFrameProducerSc2_4,None,input,120,-1,-1,0.02,34.2,921.761,4.88,922.246,365.03,230.306,0.01,230.306,19.34,230.306,47839
2023/10/03 06:22:42.469,MyFrameProducerSc2_4,None,input,121,-1,-1,0.02,5.19,921.761,0.68,922.246,277.63,230.338,0.02,230.338,14.77,230.338,47840
2023/10/03 06:22:42.687,MyFrameProducerSc2_4,None,input,122,-1,-1,0.02,10.11,921.761,0.69,922.246,202.96,230.542,0.01,230.542,7.69,230.542,47841
2023/10/03 06:22:42.905,MyFrameProducerSc2_4,None,input,123,-1,-1,0.02,15.82,921.761,0.63,922.246,215.46,230.455,0.01,230.455,21.38,230.455,47842
2023/10/03 06:22:43.179,MyFrameProducerSc2_4,None,input,124,-1,-1,0.02,18.98,921.761,0.64,922.246,272.2,230.355,0.01,230.355,16.89,230.355,47843
2023/10/03 06:22:43.442,MyFrameProducerSc2_4,None,input,125,-1,-1,0.02,6.26,921.761,0.65,922.246,246.53,230.316,0.01,230.316,27.73,230.316,47844
2023/10/03 06:22:43.689,MyFrameProducerSc2_4,None,input,126,-1,-1,0.02,5.62,921.761,11.37,922.246,234.2,230.526,0.02,230.526,16.58,230.526,47845
2023/10/03 06:22:43.934,MyFrameProducerSc2_4,None,input,127,-1,-1,0.02,9.49,921.761,1.24,922.246,233.71,230.274,0.01,230.274,23.78,230.274,47846
2023/10/03 06:22:44.188,MyFrameProducerSc2_4,None,input,128,-1,-1,0.04,22.1,921.761,4.89,922.246,250.73,230.33,0.02,230.33,16.03,230.33,47847
2023/10/03 06:22:44.380,MyFrameProducerSc2_4,None,input,129,-1,-1,0.03,7.21,921.761,0.71,922.246,181.64,230.201,0.01,230.201,20.79,230.201,47848
2023/10/03 06:22:44.584,MyFrameProducerSc2_4,None,input,130,-1,-1,0.03,8.77,921.761,0.75,922.246,197.74,230.577,0.01,230.577,20.15,230.577,47849
2023/10/03 06:22:44.780,MyFrameProducerSc2_4,None,input,131,-1,-1,0.03,28.39,921.761,1.71,922.246,182.94,230.551,0.01,230.551,22.75,230.551,47850
2023/10/03 06:22:45.022,MyFrameProducerSc2_4,None,input,132,-1,-1,0.03,17.41,921.761,0.88,922.246,247.36,230.438,0.01,230.438,12.29,230.438,47851
2023/10/03 06:22:45.264,MyFrameProducerSc2_4,None,input,133,-1,-1,0.02,12.7,921.761,0.55,922.246,209.97,230.351,0.01,230.351,38.9,230.351,47852
2023/10/03 06:22:45.424,MyFrameProducerSc2_4,None,input,134,-1,-1,0.03,17.54,921.761,0.61,922.246,176.36,230.401,0.01,230.401,17.3,230.401,47853
